,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
43338,7438148,E12000009,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
287424,7684824,E12000009,H,2,1,2,5,2,2,1,1,1,2,1,4,3,3,2
15639,7410518,E12000003,H,2,1,1,4,2,2,1,2,1,2,1,1,6,4,1
312169,7709801,E12000008,H,5,1,1,3,1,2,1,1,1,1,1,7,4,3,2
114010,7511724,E12000009,H,1,1,2,8,5,2,1,3,1,2,5,6,11,-9,4
549347,7949188,W92000004,H,1,1,2,6,2,2,1,5,1,1,8,-9,-9,-9,1
429411,7828496,E12000003,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
54796,7449172,E12000009,H,1,1,2,8,5,2,1,4,1,2,5,7,4,-9,4
145472,7545299,E12000009,H,2,1,2,4,2,2,1,1,1,2,1,6,11,2,3
509229,7910896,E12000007,H,5,1,1,2,1,1,1,1,3,6,4,7,4,2,2
529230,7933333,W92000004,H,5,1,2,6,4,2,1,1,1,1,1,7,4,3,4
546456,7953783,W92000004,H,1,1,1,7,1,2,1,2,1,1,5,3,7,-9,2
508449,7911426,E12000007,H,2,1,1,8,2,2,2,4,3,6,5,9,2,-9,4
176199,7572613,E12000009,H,1,1,2,7,5,2,1,2,1,2,1,7,4,2,4
354113,7757417,E12000002,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
308027,7706422,E12000008,H,1,1,2,4,1,2,2,1,3,2,1,6,11,1,4
392076,7793510,E12000001,H,3,1,2,4,1,2,1,2,1,9,1,4,6,3,2
32806,7425602,E12000004,H,5,1,2,8,5,2,1,3,1,2,5,9,6,-9,4
416610,7817588,E12000005,H,2,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,-9
96715,7496298,E12000002,H,1,1,1,8,3,2,1,3,1,1,5,3,2,-9,2
516703,7922366,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
277704,7676560,E12000008,H,2,1,1,3,2,2,2,2,3,2,1,8,6,1,4
390379,7796417,E12000001,H,1,1,2,5,4,2,1,2,1,2,1,2,10,3,2
436056,7839049,E12000003,H,1,1,1,8,5,2,1,2,1,2,5,9,6,-9,4
380818,7782701,E12000003,H,2,1,2,5,2,2,1,3,1,2,5,2,11,-9,1
469725,7872707,E12000007,H,2,1,2,5,2,2,1,2,1,2,1,3,8,3,1
108984,7503407,E12000009,H,2,1,1,2,1,2,1,1,1,2,1,9,6,3,4
453116,7857285,E12000007,H,1,1,2,5,4,2,1,3,1,2,1,1,11,4,1
393423,7799526,E12000001,H,2,1,1,3,1,2,1,2,1,1,3,1,4,-9,3
529484,7933731,W92000004,H,2,1,2,7,2,2,1,5,1,2,5,4,3,-9,3
412399,7815620,E12000005,H,2,1,2,6,2,2,1,2,1,2,1,9,11,2,4
504497,7908303,E12000007,H,2,1,1,2,1,1,1,3,1,2,6,-9,-9,-9,2
237296,7636564,E12000004,H,2,1,2,3,2,2,1,2,3,7,3,7,4,-9,1
293542,7693415,E12000005,H,3,1,1,4,1,2,1,1,2,1,1,1,4,4,2
320729,7720887,E12000008,H,5,1,2,3,1,1,1,1,1,2,6,4,4,-9,2
237551,7636522,E12000004,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
157488,7555399,E12000008,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
6227,7401071,E12000001,H,3,1,2,3,1,2,1,3,1,2,1,2,10,3,1
452043,7852015,E12000007,H,1,1,2,3,3,2,2,2,5,6,1,9,8,2,4
106010,7500122,E12000005,H,2,1,1,3,3,2,1,1,1,2,1,2,3,4,1
90394,7486290,E12000001,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
411842,7815033,E12000005,H,2,1,1,5,2,2,1,1,1,2,1,1,4,3,1
169179,7567674,E12000006,H,2,1,2,6,2,2,1,2,1,2,5,6,6,-9,2
355340,7756751,E12000002,H,-9,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
535478,7940167,W92000004,H,3,1,1,4,1,2,1,1,1,1,1,6,6,3,2
302613,7704661,E12000008,H,2,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,2
122767,7521077,E12000008,H,2,1,1,6,2,2,1,1,1,2,1,2,4,4,1
532381,7932733,E12000007,H,1,1,1,5,1,2,2,3,4,2,2,8,6,2,4
524973,7932439,E12000007,H,2,1,1,6,2,2,1,2,1,2,1,2,11,4,1
228734,7629608,E12000002,H,2,1,1,5,2,2,1,1,1,2,1,8,6,3,3
335892,7738329,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,4,8,2,2
527949,7929074,E12000007,H,2,1,2,3,2,2,1,1,1,1,1,2,7,4,1
82583,7477120,E12000008,H,2,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,-9
554376,7960863,W92000004,H,2,1,2,4,2,2,1,2,1,1,1,2,11,4,1
528233,7934889,W92000004,H,2,1,1,5,2,2,1,3,1,2,1,9,6,3,3
117321,7513439,E12000006,H,1,1,2,4,1,2,1,2,1,2,1,6,11,3,4
483038,7886941,E12000007,H,2,1,2,6,2,2,1,2,1,2,1,4,8,3,2
430710,7827938,E12000003,H,2,1,2,3,2,2,2,2,3,6,1,3,9,2,2
251248,7649757,E12000006,H,2,1,1,8,2,2,1,2,1,9,5,7,6,-9,2
233516,7632733,E12000004,H,2,1,2,5,2,2,1,2,1,1,1,4,4,3,2
150125,7548469,E12000009,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
76585,7473928,E12000008,H,5,1,1,4,2,2,1,3,3,6,2,8,6,3,4
56192,7451469,E12000009,H,2,1,1,6,2,2,1,2,1,9,3,5,3,-9,3
186903,7586514,E12000008,H,2,1,1,5,2,2,1,1,1,9,1,2,6,3,1
302862,7696085,E12000006,H,5,1,1,2,1,1,2,1,1,1,4,7,8,1,2
542836,7947182,W92000004,H,1,1,2,4,4,2,1,3,1,2,1,2,10,3,1
360902,7762311,E12000002,H,5,1,2,4,4,2,1,1,1,2,1,1,8,3,1
371294,7769987,E12000002,H,5,1,2,3,1,2,1,3,1,2,1,7,4,2,4
286764,7687242,E12000005,H,2,1,2,6,2,2,1,2,1,2,1,4,9,2,2
72527,7469627,E12000008,H,2,1,2,8,2,2,2,3,1,2,5,9,2,-9,4
171491,7569949,E12000006,H,2,1,1,6,2,2,1,2,1,2,1,7,3,3,2
332248,7734416,E12000002,H,3,1,2,2,1,2,1,1,1,2,1,1,4,3,2
261492,7656730,E12000004,H,2,1,2,4,2,2,1,1,1,2,7,3,8,-9,3
270533,7667539,E12000004,H,4,1,1,5,3,2,1,2,1,2,2,5,3,3,3
193129,7584534,E12000008,H,2,1,1,5,2,2,1,1,1,2,1,5,2,3,3
372458,7773613,E12000002,H,1,1,1,3,1,2,1,3,1,2,1,1,11,3,1
31699,7426088,E12000004,H,2,1,2,6,2,2,1,3,1,2,5,9,5,-9,4
247755,7647771,E12000006,H,3,1,1,3,1,2,1,1,1,2,1,5,8,3,3
38137,7433859,E12000005,H,4,1,2,1,1,1,1,2,1,9,-9,-9,-9,-9,-9
419699,7824032,E12000005,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
516184,7921139,E12000007,H,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
25628,7423488,E12000004,H,1,1,1,2,1,1,2,1,3,2,6,9,8,-9,2
557175,7954628,W92000004,H,2,1,2,7,2,2,1,2,1,2,5,7,4,-9,4
275847,7676338,E12000008,H,2,1,2,5,2,2,1,2,1,2,1,3,6,4,1
563688,7873192,E12000007,C,-9,1,2,8,5,2,1,3,1,2,5,7,2,-9,-9
165300,7565033,E12000006,H,3,1,1,5,4,2,1,2,1,1,1,8,2,3,4
160037,7554142,E12000008,H,2,1,1,8,2,2,1,2,1,2,5,3,8,-9,1
443851,7847051,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
2137,7398236,E12000001,H,2,1,2,7,2,2,1,2,1,1,5,4,11,-9,2
345615,7745757,E12000002,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
252917,7650419,E12000006,H,3,1,2,4,3,2,2,2,1,2,1,5,4,3,3
449233,7852513,E12000007,H,2,1,2,4,2,2,2,1,4,2,1,6,11,3,4
65785,7463953,E12000008,H,3,1,2,2,1,1,1,2,1,2,6,-9,-9,-9,2
456203,7860717,E12000007,H,2,1,2,2,2,2,2,1,3,6,1,6,11,3,4
529584,7935123,W92000004,H,2,1,1,2,1,2,1,1,1,2,1,9,4,3,4
412733,7802437,E12000005,H,5,1,2,1,1,1,1,1,5,2,-9,-9,-9,-9,-9
39962,7437709,E12000009,H,1,1,1,3,1,2,1,2,1,1,2,3,12,3,2
105075,7505610,E12000009,H,2,1,2,7,2,2,1,5,1,2,5,-9,-9,-9,3
127589,7523857,E12000006,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
72567,7468847,E12000008,H,2,1,1,4,2,2,2,2,3,6,1,1,2,4,1
9437,7406147,E12000002,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
15357,7411137,E12000003,H,3,1,2,7,5,2,1,3,1,2,5,8,2,-9,3
338762,7739100,E12000002,H,1,1,1,2,1,1,2,1,1,2,6,4,8,-9,2
166341,7565513,E12000006,H,2,1,1,2,1,2,1,1,1,2,1,2,10,3,1
108283,7506456,E12000009,H,2,1,1,7,2,2,1,3,1,2,5,8,5,-9,4
505933,7909987,E12000007,H,5,1,2,3,1,2,2,2,4,2,1,2,2,3,1
37979,7434507,E12000009,H,2,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
110710,7509762,E12000009,H,2,1,2,2,1,1,1,1,1,2,6,-9,-9,-9,2
3758,7397884,E12000001,H,2,1,2,3,2,2,1,1,1,9,1,7,4,2,4
242630,7643798,E12000004,H,1,1,2,7,4,2,2,3,1,2,5,2,11,-9,4
287566,7690001,E12000005,H,2,1,1,6,2,2,1,3,1,2,1,8,8,3,4
436626,7842910,E12000003,H,3,1,2,3,1,1,1,1,1,2,4,4,6,2,2
128786,7526175,E12000006,H,3,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
203317,7602651,E12000006,H,3,1,1,4,1,2,1,1,4,2,1,5,6,3,3
93880,7492805,E12000002,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
363606,7767999,E12000002,H,2,1,1,3,1,2,1,1,1,1,1,4,7,3,2
16876,7413404,E12000003,H,1,1,2,5,4,2,1,2,1,2,1,6,11,2,3
348671,7751882,E12000002,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
492051,7896259,E12000007,H,-9,3,1,3,1,2,2,1,3,7,1,3,10,2,-9
146409,7543386,E12000009,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
275082,7677724,E12000008,H,2,1,1,6,2,2,1,1,1,2,1,8,6,3,3
131135,7531044,E12000002,H,2,1,1,4,2,2,1,1,1,2,1,4,10,3,2
315246,7715854,E12000005,H,3,1,2,4,1,2,1,1,1,1,1,3,4,3,1
189782,7584893,E12000008,H,2,1,2,7,2,2,1,1,1,2,5,8,2,-9,4
356486,7757910,E12000002,H,5,1,2,7,5,2,1,2,1,2,5,8,2,-9,4
28785,7419768,E12000004,H,2,1,1,5,2,2,1,2,1,2,1,3,2,3,1
411730,7813326,E12000005,H,-9,3,1,2,1,1,2,1,3,1,6,-9,-9,-9,-9
272406,7671760,E12000004,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
302850,7703809,E12000008,H,2,1,2,4,2,2,2,1,1,1,1,2,10,3,1
429808,7834030,E12000003,H,1,1,1,4,4,2,1,2,1,1,3,9,2,-9,4
470041,7875559,E12000007,H,2,1,1,3,2,2,2,2,2,1,1,5,2,2,3
177585,7578327,E12000009,H,1,1,2,7,5,2,1,3,1,2,5,4,7,-9,2
304241,7700044,E12000006,H,2,1,1,8,2,2,1,3,1,2,5,1,6,-9,2
494767,7901174,E12000007,H,1,1,1,4,1,2,2,2,4,2,2,5,2,4,3
138993,7535777,E12000004,H,2,1,1,5,2,2,2,2,3,2,1,5,2,3,3
449170,7855319,E12000007,H,2,1,1,1,1,2,1,2,4,2,-9,-9,-9,-9,-9
196103,7596909,E12000006,H,2,1,1,5,2,2,1,1,1,2,1,3,6,3,1
9492,7404310,E12000002,H,2,1,1,3,2,2,1,1,1,2,1,2,6,3,1
448400,7853383,E12000007,H,2,1,1,5,2,2,2,1,5,6,1,2,11,3,1
1638,7396083,E12000001,H,1,1,1,8,1,2,1,3,1,2,5,3,8,-9,1
24767,7418543,E12000003,H,5,1,2,4,4,2,1,2,1,1,1,9,10,1,4
329110,7727144,E12000008,H,3,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
513702,7917164,E12000007,H,2,1,1,4,2,2,1,1,1,2,2,1,8,4,1
123276,7519531,E12000008,H,2,1,1,2,1,1,1,1,3,6,6,-9,-9,-9,2
273489,7671319,E12000004,H,5,1,2,2,1,1,1,2,1,2,6,-9,-9,-9,2
66183,7459378,E12000006,H,-9,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
195622,7593921,E12000006,H,4,1,1,2,1,2,1,1,1,2,1,5,3,3,3
260161,7661550,E12000003,H,2,1,1,4,2,2,1,2,1,2,9,9,5,-9,4
461784,7868314,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
524609,7928506,E12000007,H,1,1,1,5,4,2,1,3,1,2,1,2,8,3,1
120872,7515072,E12000006,H,3,1,2,2,5,2,1,3,1,9,5,6,11,-9,4
51391,7447565,E12000009,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
22066,7415383,E12000003,H,5,1,2,1,1,1,1,2,3,3,-9,-9,-9,-9,-9
507161,7914677,E12000007,H,2,1,2,6,2,2,2,2,3,8,1,4,8,3,2
357829,7759437,E12000002,H,1,1,1,5,4,2,1,2,1,1,1,5,2,3,3
146512,7540521,E12000004,H,2,1,1,2,1,2,1,1,1,2,1,5,3,3,3
235790,7635405,E12000004,H,2,1,2,2,1,2,1,1,1,2,1,9,2,3,4
438311,7835544,E12000003,H,2,1,2,4,2,2,1,1,1,1,1,7,4,2,4
381606,7787702,E12000003,H,2,1,1,2,1,2,1,2,1,2,1,7,4,1,4
214795,7614684,E12000008,H,5,1,2,2,1,2,1,1,1,1,7,9,12,-9,4
67406,7465705,E12000008,H,2,1,2,3,2,2,1,1,1,2,1,2,3,3,2
155868,7550073,E12000009,H,2,1,2,7,2,2,1,2,1,2,1,4,8,2,2
165017,7566018,E12000006,H,2,1,2,4,2,2,1,2,1,2,2,1,5,4,2
367085,7770703,E12000002,H,2,1,2,6,2,2,1,2,1,2,5,4,8,-9,2
397317,7799653,E12000005,H,5,1,1,2,1,2,1,1,3,6,3,-9,-9,-9,4
442932,7846034,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,6,11,2,3
160325,7554548,E12000008,H,1,1,1,3,1,2,1,1,1,1,1,6,4,1,3
519921,7930473,E12000007,H,2,1,2,4,2,2,2,2,3,6,7,-9,-9,-9,3
391014,7794390,E12000001,H,3,1,2,3,1,1,1,3,1,2,6,7,4,-9,2
413513,7810805,E12000005,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
63274,7460369,E12000006,H,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
281754,7682389,E12000009,H,2,1,2,6,2,2,2,1,1,2,5,8,2,-9,4
3528,7397294,E12000001,H,2,1,2,7,2,2,1,3,1,2,5,3,2,-9,2
232015,7627641,E12000002,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
140064,7537034,E12000004,H,2,1,2,4,2,2,1,2,1,1,2,5,1,4,3
14098,7411360,E12000003,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
315032,7717093,E12000005,H,2,1,2,5,2,2,1,2,1,2,1,6,10,2,3
141426,7536831,E12000004,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
557712,7963527,W92000004,H,3,1,2,3,3,2,1,1,1,2,1,1,11,4,1
225762,7625984,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
500855,7906991,E12000007,H,2,1,1,4,2,2,1,2,1,1,2,5,5,4,3
170126,7569751,E12000006,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
564132,7482667,E12000008,C,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
353280,7756765,E12000002,H,2,1,2,7,2,2,1,1,1,2,5,4,7,-9,3
142526,7538275,E12000004,H,3,1,2,3,1,2,1,2,1,1,1,4,4,2,2
268737,7668204,E12000004,H,3,1,2,4,1,2,1,1,1,2,1,1,5,3,2
542782,7962512,W92000004,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
240661,7639193,E12000004,H,2,1,1,8,2,2,1,1,1,2,5,2,8,-9,1
568369,7523274,E12000006,C,-9,1,1,2,1,1,1,1,3,1,6,3,7,-9,-9
170205,7571207,E12000006,H,2,1,2,7,2,2,1,3,1,9,5,6,8,-9,3
6360,7400624,E12000001,H,2,1,2,5,2,2,1,1,1,2,1,3,8,3,1
452412,7857247,E12000007,H,2,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,-9
375702,7775963,E12000003,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
508553,7915454,E12000007,H,2,1,2,4,2,2,2,1,3,1,3,4,5,-9,1
443905,7848241,E12000003,H,2,1,1,2,1,2,1,1,1,2,3,9,4,-9,4
355578,7755674,E12000002,H,3,1,1,2,1,2,1,2,1,1,2,3,8,3,2
181627,7578597,E12000009,H,2,1,2,2,1,2,1,1,1,2,1,6,12,3,3
260253,7659930,E12000004,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
112470,7507742,E12000009,H,3,1,1,5,4,2,1,3,1,2,1,5,3,3,3
349317,7750262,E12000002,H,2,1,2,5,2,2,1,3,1,2,3,6,12,-9,3
123431,7522117,E12000006,H,2,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
439147,7840120,E12000003,H,2,1,1,7,2,2,2,3,2,9,5,8,8,-9,1
290443,7690368,E12000005,H,2,1,1,2,1,2,1,1,1,9,3,4,8,-9,3
69481,7465814,E12000008,H,2,1,2,5,2,2,1,2,1,1,1,4,10,3,2
150477,7540845,E12000004,H,2,1,2,3,2,2,1,3,1,2,7,1,4,-9,4
316941,7720013,E12000008,H,1,1,2,2,1,2,1,1,1,2,1,4,7,3,2
322042,7724365,E12000008,H,3,1,2,3,1,2,2,1,1,1,1,4,7,3,2
473625,7880406,E12000007,H,3,1,2,5,2,2,2,2,4,2,1,6,10,2,4
79877,7476874,E12000008,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
492982,7896509,E12000007,H,1,1,2,8,5,2,2,2,1,2,5,4,12,-9,2
170034,7567561,E12000006,H,2,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
411424,7810633,E12000005,H,2,1,2,4,2,2,1,1,1,2,1,4,8,3,2
451930,7855009,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
415673,7820427,E12000005,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
299379,7699770,E12000006,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
100670,7496364,E12000002,H,3,1,1,3,1,2,1,1,1,1,1,5,2,3,3
343109,7743456,E12000002,H,2,1,1,2,1,1,1,2,1,2,6,-9,-9,-9,2
255013,7654956,E12000004,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
24847,7421211,E12000004,H,2,1,1,6,2,2,2,1,3,4,2,5,2,3,3
547313,7950032,W92000004,H,1,1,1,7,3,2,1,4,1,1,5,9,4,-9,4
155906,7550825,E12000009,H,2,1,2,6,2,2,1,1,1,9,1,4,8,2,2
242986,7645172,E12000006,H,2,1,2,8,2,2,1,3,1,9,5,8,1,-9,3
479221,7882938,E12000007,H,1,1,1,3,1,2,1,2,1,2,1,3,12,4,2
169424,7571507,E12000006,H,2,1,1,7,2,2,1,3,1,2,5,6,8,-9,4
81524,7476706,E12000008,H,3,1,2,2,1,1,1,2,1,1,4,9,5,-9,2
327259,7727527,E12000008,H,2,1,2,5,2,2,1,1,1,2,7,1,8,-9,2
260492,7658676,E12000004,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
437396,7840911,E12000003,H,3,1,1,5,1,2,1,2,1,1,1,2,6,3,1
25943,7422295,E12000004,H,2,1,1,4,2,2,2,2,3,7,1,8,2,3,4
47402,7441310,E12000009,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
193018,7590037,E12000008,H,2,1,2,4,2,2,1,2,1,1,1,2,10,2,1
511553,7916838,E12000007,H,2,1,1,4,2,2,2,2,3,6,2,8,6,4,4
530110,7934970,W92000004,H,1,1,2,8,5,2,1,3,1,2,5,9,11,-9,4
469387,7874892,E12000007,H,5,1,2,5,1,2,1,3,1,2,8,7,4,-9,4
115473,7515393,E12000006,H,1,1,1,5,1,2,1,1,1,1,2,1,4,4,1
199479,7598149,E12000006,H,3,1,2,5,1,2,1,1,1,2,1,2,6,3,1
510363,7913325,E12000007,H,3,1,1,4,1,2,1,2,1,2,1,5,8,3,3
144642,7544839,E12000009,H,2,1,1,4,2,2,1,2,1,1,1,6,2,3,2
452646,7856688,E12000007,H,3,1,2,5,4,2,1,3,1,2,8,7,4,-9,1
466579,7870253,E12000007,H,2,1,1,2,1,1,2,2,1,2,4,-9,-9,-9,2
501624,7902078,E12000007,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
74837,7467401,E12000008,H,6,1,2,8,2,2,1,2,1,2,5,1,12,-9,2
554958,7953082,W92000004,H,2,1,2,6,2,2,1,2,1,2,1,1,6,3,2
179290,7579776,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
132937,7529985,E12000002,H,1,1,2,5,4,2,1,1,1,1,1,4,9,3,2
542354,7957253,W92000004,H,2,1,2,4,2,2,1,2,1,2,1,1,12,3,2
372967,7772966,E12000002,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
228834,7627391,E12000002,H,1,1,1,4,3,2,1,1,1,2,1,3,9,2,2
178572,7576152,E12000009,H,1,1,1,3,1,2,1,1,1,1,1,2,2,4,2
402690,7807541,E12000005,H,2,1,1,4,2,2,1,1,3,6,2,8,4,2,4
466124,7866320,E12000007,H,1,1,2,8,5,2,1,2,1,2,5,7,4,-9,4
202042,7600622,E12000006,H,2,1,1,7,2,2,1,2,1,2,2,5,3,3,3
180959,7575437,E12000009,H,1,1,2,8,5,2,1,2,1,2,5,8,2,-9,4
273573,7671985,E12000004,H,2,1,2,5,2,2,1,1,1,2,7,4,8,-9,2
347846,7751357,E12000002,H,2,1,2,7,2,2,1,3,1,2,5,6,11,-9,3
146238,7540651,E12000004,H,2,1,2,5,2,2,1,2,1,2,2,4,3,3,2
8693,7403789,E12000002,H,2,1,2,6,2,2,1,1,1,2,5,5,10,-9,4
432286,7838368,E12000003,H,1,1,2,8,5,2,1,4,1,2,5,5,10,-9,4
116683,7511909,E12000009,H,1,1,2,3,1,2,1,2,1,2,1,7,4,2,4
335045,7739622,E12000002,H,2,1,1,4,2,2,1,4,1,2,1,9,3,3,4
205217,7604491,E12000008,H,2,1,2,6,2,2,1,2,1,9,7,2,10,-9,1
451349,7852995,E12000007,H,1,1,2,2,1,1,1,2,1,2,6,6,12,-9,2
254815,7655521,E12000004,H,2,1,1,2,1,1,1,1,1,2,4,7,2,1,2
117660,7510975,E12000009,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
524151,7932017,E12000007,H,3,1,1,6,1,2,1,3,1,2,3,5,5,-9,3
266354,7669538,E12000004,H,1,1,2,7,4,2,1,3,1,1,5,6,8,-9,4
336623,7737620,E12000002,H,1,1,1,7,5,2,1,3,1,5,2,1,4,2,1
349983,7747920,E12000002,H,1,1,1,6,1,2,1,3,1,1,1,4,10,3,2
524258,7929710,E12000007,H,2,1,2,1,1,1,1,1,5,2,-9,-9,-9,-9,-9
245592,7647463,E12000006,H,4,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
236321,7635530,E12000004,H,2,1,2,5,2,2,1,1,1,2,1,3,2,4,2
339039,7739941,E12000002,H,5,1,1,2,1,1,1,1,4,6,6,-9,-9,-9,2
297769,7698370,E12000006,H,2,1,2,2,1,1,1,2,1,2,6,-9,-9,-9,2
496618,7900104,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
28943,7423941,E12000004,H,1,1,1,6,1,2,1,3,1,1,1,2,8,3,1
134192,7527209,E12000006,H,1,1,2,5,4,2,1,2,1,9,7,2,6,-9,1
266652,7668682,E12000004,H,1,1,1,5,1,2,1,2,1,9,9,9,6,-9,4
20757,7415431,E12000003,H,5,1,1,3,1,2,1,1,1,8,3,3,4,-9,4
470544,7873950,E12000007,H,2,1,1,2,1,1,2,2,3,2,6,-9,-9,-9,2
110488,7509716,E12000009,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
50308,7449275,E12000009,H,2,1,1,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
319814,7718444,E12000005,H,2,1,1,4,2,2,1,2,1,1,2,5,3,4,3
301626,7702155,E12000006,H,2,1,1,5,2,2,1,2,1,1,1,5,3,3,3
134826,7532874,E12000002,H,3,1,2,3,1,2,1,1,1,1,1,2,10,3,1
78726,7475270,E12000008,H,3,1,2,4,1,2,1,2,1,2,1,2,11,3,1
343948,7744306,E12000002,H,2,1,2,6,2,2,1,2,1,2,5,6,11,-9,1
241654,7643985,E12000004,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
536476,7938536,W92000004,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
252762,7648996,E12000006,H,2,1,2,5,2,2,1,2,1,2,1,9,5,2,4
188918,7584497,E12000008,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
463574,7869377,E12000007,H,3,1,1,2,1,2,1,1,1,1,1,3,6,3,2
516581,7924844,E12000007,H,2,1,2,3,2,2,1,1,1,2,1,4,9,4,2
272357,7674789,E12000008,H,5,1,2,6,4,2,1,2,1,2,5,4,2,-9,2
136410,7532959,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
417740,7821120,E12000005,H,2,1,1,8,2,2,1,2,1,2,5,2,2,-9,1
96482,7491910,E12000001,H,3,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
220133,7619064,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,4,10,3,2
273819,7672330,E12000004,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
357975,7759110,E12000002,H,2,1,2,5,2,2,1,3,1,2,9,-9,-9,-9,4
548093,7946055,W92000004,H,2,1,1,7,2,2,1,3,1,2,5,3,6,-9,2
313078,7715601,E12000005,H,2,1,1,5,2,2,1,1,1,1,1,9,6,3,4
472606,7871260,E12000007,H,2,1,1,4,2,2,2,2,3,7,1,8,6,3,4
53090,7448086,E12000009,H,2,1,1,5,2,2,1,2,1,2,1,5,3,3,3
324989,7724616,E12000008,H,2,1,2,7,2,2,1,1,1,9,5,4,7,-9,2
